source_id,tier,publisher,author_or_maintainer,title,url,domain,equipment,configuration,provenance_status,rights_status,retrieval_status,authority_status,scope_status,residual_status,manifest_path
p5-us-ground-m270a1-redstone,A,U.S. Army Redstone Arsenal,Redstone Arsenal historical office,The United States Army MLRS chronology,https://history.redstone.army.mil/miss-mlrs.html,ground,M270/M270A1 MLRS,Program history for the 1989-2000 improved launcher development; not a complete technical data sheet.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m270a1-redstone/manifest.md
p5-us-ground-m270a1-tm9142564610,A,U.S. Department of the Army,"Headquarters, Department of the Army","TM 9-1425-646-10, Launcher, Rocket, Armored Vehicle Mounted: M270 Operator's Manual",https://www.scribd.com/document/772042000/TM-9-1425-646-10-M270-Operator-s-Manual,ground,M270 carrier / M270A1 family,"Legacy carrier manual used only for engine 500 hp, 483 km-class mobility and 1.02 m fording bound; A1 IFCS/ILMS data are not inferred from this source.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m270a1-tm9142564610/manifest.md
p5-us-ground-m270a1-wsh2011,A,U.S. Department of Defense / Government Publishing Office,Army precision-fires program office,"Weapon Systems Book, Precision Fires Rocket & Missile Systems (MLRS M270A1 Launcher)",https://www.govinfo.gov/content/pkg/GOVPUB-D101-PURL-gpo51357/pdf/GOVPUB-D101-PURL-gpo51357.pdf,ground,M270A1 MLRS,M270A1 IFCS/ILMS launcher; not M270A0 and not M270A2.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/govinfo/p5-us-ground-m270a1-wsh2011/manifest.md
p5-us-ground-m270a1-wsh2020,A,"U.S. Army, PEO Missiles and Space",U.S. Army Weapon Systems Handbook editorial office,"Weapon Systems Handbook 2020-2021, Multiple Launch Rocket System (MLRS) M270A1",https://www.army.mil/e2/downloads/rv7/2020-2021_Weapon_Systems_Handbook.pdf,ground,M270A1 MLRS,M270A1 launcher before M270A2 common-fire-control conversion; US Army handbook specification.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m270a1-wsh2020/manifest.md
p5-us-ground-m2a2ods-armyrecognition,C,Army Recognition,Army Recognition editorial team (page metadata author: Administrator),Bradley M2A2 ODS technical data,https://www.armyrecognition.com/military-products/army/infantry-fighting-vehicles/tracked-vehicles/bradley-m2a2-ods,ground,M2A2 ODS Bradley,"M2A2 ODS/Operation Desert Storm; M2A3, ODS-E and M2A4 excluded.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_recognition/p5-us-ground-m2a2ods-armyrecognition/manifest.md
p5-us-ground-m2a2ods-fm3221,A,"U.S. Department of the Army, Infantry School",U.S. Army Infantry School,"FM 3-22.1 (FM 23-1), Bradley Gunnery",https://www.combatindex.com/store/field_man/Sample/FM_3-22_1.pdf,ground,M2A2 ODS / ODS-E Bradley,"M2A2 ODS and ODS-E table columns; values are not copied to M2A3, M3A2 ODS, or M2A4.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m2a2ods-fm3221/manifest.md
p5-us-ground-m2a2ods-tm552350,A,U.S. Department of the Army,"Headquarters, Department of the Army","Transport Guidance, Bradley Fighting Vehicle System (BFVS), TM 55-2350-252-14",https://www.liberatedmanuals.com/tm-55-2350-252-14.pdf,ground,M2A2 Bradley,M2A2 operating and reduced transport configurations; reactive armor and later ODS-SA changes are outside this manual.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m2a2ods-tm552350/manifest.md
p5-us-ground-m2a4-baesystems,C,,no individual author named; BAE Systems Land Systems public product team,Bradley Fighting Vehicle / Bradley A4,https://www.baesystems.com/en-us/product/bradley-fighting-vehicle,ground,M2A4 Bradley,Current Bradley A4 manufacturer product context; M2A4E1 Iron Fist and block-specific kits are excluded.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/bae_systems/p5-us-ground-m2a4-baesystems/manifest.md
p5-us-ground-m2a4-cpe,A,"U.S. Army, Project Manager Mounted Armored Vehicles",,Bradley Fighting Vehicle / M2A4 programme description,https://cpeground.army.mil/Combat-Platforms/Project-Manager-Mounted-Armored-Vehicles/,ground,M2A4 Bradley,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-m2a4-cpe/manifest.md
p5-us-ground-m2a4-defensivelines,C,,no individual author named; Defensive Lines editorial desk,US Army Signs $390 Million Contract for Bradley M2A4 Infantry Fighting Vehicle,https://www.defensivelines.com/us-army-signs-390-million-contract-for-bradley-m2a4-infantry-fighting-vehicle/,ground,M2A4 Bradley,Current M2A4 production/contract summary; M2A4E1 Iron Fist and unresolved serial/block variants are excluded.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/defensive_lines/p5-us-ground-m2a4-defensivelines/manifest.md
p5-us-ground-m2a4-weaponspecs,C,,no individual author named; WeaponSpecs editorial team,"BAE Systems M2A4 Bradley, specs & comparison",https://www.weaponspecs.com/systems/bae-systems/bae-m2a4-bradley/,ground,M2A4 Bradley,Current M2A4 fielded upgrade as compiled by WeaponSpecs; M2A4E1 Iron Fist and block-specific kits are excluded.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/weaponspecs/p5-us-ground-m2a4-weaponspecs/manifest.md
p5-us-ground-m777a2-cpe,A,U.S. Army Program Executive Office for Ammunition / CPE,,M777A2 product page,https://www.cpeae.army.mil/Project-Offices/PM-CAS/Organizations/Tactical-Artillery-Systems/Products/M777A2/,ground,M777A2,M777A2 fire-control configuration; base M777 values are retained from the Canadian page and not relabelled as A2 certification.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m777a2-cpe/manifest.md
p5-us-ground-m939-ctis-tm92320272,A,U.S. Department of the Army,"Headquarters, Department of the Army","TM 9-2320-272-10, Operator's Manual for Truck, 5-Ton, 6x6, M939, M939A1, and M939A2 Series Trucks (Diesel)",https://trucks5tonops.tpub.com/TM-9-2320-272-10/css/TM-9-2320-272-10_80.htm,ground,M939A2-series trucks with CTIS,M939A2 CTIS-equipped configurations covered by the operator manual; M939/M939A1 non-CTIS variants and the M936A2 wrecker's 80-psi highway exception are not merged into the shared baseline.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m939-ctis-tm92320272/manifest.md
p5-us-ground-m939-ctis-tm9232027241,A,U.S. Department of the Army,"Headquarters, Department of the Army","TM 9-2320-272-24-1, Unit, Direct Support, and General Support Maintenance Manual, M939/M939A1/M939A2 Series Trucks, Volume 1 of 4",https://www.nsndepot.com/Library/TM/TM-9-2320-272-24-1?PageNumber=88,ground,M939A2 central tire inflation system,"M939A2 maintenance description of the CTIS pneumatic controller, wheel valves, pressure sensing, and air-brake integration; older M939/M939A1 systems and other 4x4/8x8 chassis are outside this leaf.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m939-ctis-tm9232027241/manifest.md
p5-us-ground-mortar-atp-3-21-90,A,U.S. Army,,"ATP 3-21.90, Tactical Employment of Mortars",https://rdl.train.army.mil/catalog-ws/view/100.ATSC/AC84E255-C870-4A00-B030-CF2F3A974140-1570733072391/atp3_21x90.pdf,ground,M1129 MC and M1252 MCVV mortar mission,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-mortar-atp-3-21-90/manifest.md
p5-us-ground-stryker-army-nbcrv-2006,A,U.S. Army,,Initial tests completed on Stryker NBCRV,https://www.army.mil/article/965/initial_tests_completed_on_stryker_nbcrv,ground,M1135 NBCRV,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-stryker-army-nbcrv-2006/manifest.md
p5-us-ground-stryker-army-tb55-2023,A,U.S. Army Surface Deployment and Distribution Command / TEA,,"TB 55-46-1, Data Sheets for Transportation of Special Equipment (2023)",https://www.sddc.army.mil/sites/TEA/Functions/SystemsIntegration/DataAndSysManagement/Documents/TB%2055-46-1%20-%202023.pdf,ground,Stryker M1252 MCVV and related transport configurations,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-stryker-army-tb55-2023/manifest.md
p5-us-ground-stryker-army-wsh-2020,A,U.S. Army / USAASC,,Army Weapon Systems Handbook 2020–2021,https://www.army.mil/e2/downloads/rv7/2020-2021_Weapon_Systems_Handbook.pdf,ground,Stryker family; M1126 context,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-stryker-army-wsh-2020/manifest.md
p5-us-ground-stryker-family-armor2002,A,"U.S. Army Armor Center, Fort Knox, Kentucky",ARMOR editorial staff; Editor in Chief LTC David R. Manning,"ARMOR, September-October 2002, Vol. CXI No. 5 — back-page item ""Army Accepts First Stryker MGS""",https://www.benning.army.mil/armor/eARMOR/content/issues/2002/SEP_OCT/ArmorSeptemberOctober2002web.pdf,ground,Stryker / M1128 MGS,The item reports the U.S. Army's acceptance of the first Stryker Mobile Gun System.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/benning_armor_magazine/p5-us-ground-stryker-family-armor2002/manifest.md
p5-us-ground-stryker-family-fortcarson-ea2014,A,"U.S. Army Garrison Fort Carson, Colorado",U.S. Army environmental assessment team,"Final Environmental Assessment — conversion of 4th Infantry Division brigade combat teams at Fort Carson, Colorado (2014)",https://home.army.mil/carson/3216/4934/5475/2014-final-ea-conversion-of-4id-brigade-Combat-teams-at-fort-carson-co.pdf,ground,Stryker / M1128 MGS,"The document is cited for stating the M1128 as an M68A1E4 105 mm cannon with 18 rounds of 105 mm, 400 rounds of .50 cal and 3,400 rounds of 7.62 mm. Those load figures agree with the Tier C compilation used in this tree.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/fort_carson_us_army/p5-us-ground-stryker-family-fortcarson-ea2014/manifest.md
p5-us-ground-stryker-family-gao03671,B,U.S. Government Accountability Office,GAO,"GAO-03-671, defense acquisition assessment covering the Stryker and M113A3",https://www.gao.gov/products/gao-03-671,ground,Stryker family,Cited for how Stryker protection is described as a set of requirements and capabilities — such as all-around 7.62 mm AP resistance and 14.5 mm resistance in specific arcs — rather than as a single plate thickness.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/gao/p5-us-ground-stryker-family-gao03671/manifest.md
p5-us-ground-stryker-family-gdlsbrochure,B,General Dynamics Land Systems,"General Dynamics Land Systems (manufacturer publication, no individual author named)",Stryker Combat Vehicles — Mobility Features and Specifications,https://international.gdls.com/english/files/StrykerCombatVehicles.pdf,ground,Stryker family / all ten variants,"The brochure states a Combat figure and a Shipping figure for height, width and length of each of the ten variants. Both columns are retained per variant. This is the manufacturer's own publication, so it is treated as higher-grade than the third-party compilation in `p5-us-ground-stryker-*-afvdatabase`.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/general_dynamics_land_systems/p5-us-ground-stryker-family-gdlsbrochure/manifest.md
p5-us-ground-stryker-family-ijeat-survey,C,Blue Eyes Intelligence Engineering and Sciences Publication (BEIESP),Survey authors listed in the paper; no government provenance,Armored Modular and Non-Modular Vehicle: A Survey,https://www.ijeat.org/wp-content/uploads/papers/v8i3/C5700028319.pdf,ground,Stryker / IAV family and DVH variant context,"The paper's family-level Stryker discussion names the C7 engine and generic mobility values, then separately lists M1252 MCVV among DVH variants. The values are therefore retained as a low-tier family baseline only.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/ijeat/p5-us-ground-stryker-family-ijeat-survey/manifest.md
p5-us-ground-stryker-family-infantry2014,A,"U.S. Army Infantry School, Fort Moore (formerly Fort Benning), Georgia",article by Scott; U.S. Army Infantry Magazine editorial staff,"U.S. Army Infantry Magazine, July-September 2014 — Scott article",https://www.moore.army.mil/infantry/magazine/issues/2014/Jul-Sep/pdfs/Scott.pdf,ground,Stryker / M1128 MGS,The article is cited for stating that the Mobile Gun System mounts an M68A1E4 105 mm cannon.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/fort_moore_infantry_magazine/p5-us-ground-stryker-family-infantry2014/manifest.md
p5-us-ground-stryker-family-odin,A,"U.S. Army (ODIN, odin.t2com.army.mil, World Equipment Guide)",U.S. Army ODIN program,ODIN World Equipment Guide — Stryker family and M1128 MGS asset pages,https://odin.t2com.army.mil/WEG/Asset/M1128_(Stryker_MGS)_American_Mobile_Gun_System,ground,Stryker family / M1128 MGS / M1132 ESV,"The ODIN Stryker family page is cited for stating the M1128 main gun as a 105 mm M68A1E4, not M68A1E8.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/us_army_odin/p5-us-ground-stryker-family-odin/manifest.md
p5-us-ground-stryker-m1126icv-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Infantry Carrier Vehicle M1126 Stryker,https://afvdatabase.com/usa/m1126icv.html,ground,Stryker / M1126 ICV,"Baseline flat-bottom ICV. The page notes the double-V hull from 2010 and the separate Stryker A1 upgrade (450 hp, 60,000 lb suspension, 910 A alternator, in-vehicle network); neither is merged into this record.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1126icv-afvdatabase/manifest.md
p5-us-ground-stryker-m1127rv-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Reconnaissance Vehicle M1127 Stryker,https://afvdatabase.com/usa/m1127rv.html,ground,Stryker / M1127 RV,"Legacy reconnaissance variant based on the ICV, carrying the LRAS3 pod. The page notes the M1127 was not given the double-V hull; the Stryker A1 upgrade is separate and is not merged into this record.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1127rv-afvdatabase/manifest.md
p5-us-ground-stryker-m1128mgs-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Mobile Gun System M1128 Stryker,https://afvdatabase.com/usa/m1128mgs.html,ground,Stryker / M1128 MGS,Mobile Gun System with the low-profile 105 mm turret. The page notes the M1128 was not given the double-V hull; the Stryker A1 upgrade is separate and is not merged into this record.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1128mgs-afvdatabase/manifest.md
p5-us-ground-stryker-m1129mc-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Mortar Carrier-B M1129 Stryker,https://afvdatabase.com/usa/m1129mc.html,ground,Stryker / M1129 MC,"The page distinguishes two vehicles that share the M1129 designation. MC-A, the ICV-like carrier that could not fire mounted, weighed 39,990 lb (18,140 kg) loaded. MC-B, fielded late 2005 with the recoiling RMS6-L 120 mm mortar, is the configuration those figures describe and is the one recorded below. The double-V hull from 2010 and the separate Stryker A1 upgrade are not merged into this record.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1129mc-afvdatabase/manifest.md
p5-us-ground-stryker-m1130cv-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Command Vehicle M1130 Stryker,https://afvdatabase.com/usa/m1130cv.html,ground,Stryker / M1130 CV,Command variant of the ICV with a three- or four-man staff compartment and additional antennae and masts. The double-V hull from 2010 and the separate Stryker A1 upgrade are not merged into this record.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1130cv-afvdatabase/manifest.md
p5-us-ground-stryker-m1131fsv-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Fire Support Vehicle M1131 Stryker,https://afvdatabase.com/usa/m1131fsv.html,ground,Stryker / M1131 FSV,Fire-support variant of the ICV carrying the G/VLLD or the later Fire Support Sensor System. The double-V hull from 2010 and the separate Stryker A1 upgrade are not merged into this record.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1131fsv-afvdatabase/manifest.md
p5-us-ground-stryker-m1132esv-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Engineer Squad Vehicle M1132 Stryker,https://afvdatabase.com/usa/m1132esv.html,ground,Stryker / M1132 ESV,"Engineer variant of the ICV with the Jettison Fitting Kit, MECU, and side-mounted Lane Marking System. The double-V hull from 2010 and the separate Stryker A1 upgrade are not merged into this record.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1132esv-afvdatabase/manifest.md
p5-us-ground-stryker-m1133mev-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Medical Evacuation Vehicle M1133 Stryker,https://afvdatabase.com/usa/m1133mev.html,ground,Stryker / M1133 MEV,Armored ambulance variant of the ICV with an enlarged rear compartment and higher roof. The double-V hull from 2010 and the separate Stryker A1 upgrade are not merged into this record.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1133mev-afvdatabase/manifest.md
p5-us-ground-stryker-m1134atgm-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",Antitank Guided Missile M1134 Stryker,https://afvdatabase.com/usa/m1134atgm.html,ground,Stryker / M1134 ATGM,Antitank variant of the ICV carrying the Elevated TOW System with MITAS. The double-V hull from 2010 and the separate Stryker A1 upgrade are not merged into this record.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1134atgm-afvdatabase/manifest.md
p5-us-ground-stryker-m1135nbcrv-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025",NBC Reconnaissance Vehicle M1135 Stryker,https://afvdatabase.com/usa/m1135nbcrv.html,ground,Stryker / M1135 NBCRV,"Nuclear, biological, and chemical reconnaissance variant of the ICV. The page states the M1135 was not modified with the double-V hull, but received Stryker A1 upgrades from 2018 (450 hp engine, 60,000 lb suspension, 910 A alternator, in-vehicle network); the A1 configuration is not merged into this record.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1135nbcrv-afvdatabase/manifest.md
p5-us-ground-stryker-m1252-armyadp-pmcs,C,ArmyADP.com,ArmyADP.com editorial team; site states it is not affiliated with the U.S. Army or DoD,Free Army PMCS App — Stryker checklist coverage,https://www.armyadp.com/pmcs,ground,Stryker PMCS coverage index,"Community maintenance mirror covers the flat-bottom M1126/M1127 Stryker checklist, not the DVH M1252 MCVV variant.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/armyadp/p5-us-ground-stryker-m1252-armyadp-pmcs/manifest.md
p5-us-ground-stryker-m1252mcvv-afvdatabase,C,AFV Database (afvdatabase.com),"Chris Conners, site compiler and copyright holder 2000-2025","Stryker vehicle data index, United States section",https://afvdatabase.com/usa/index.html,ground,Stryker / M1252 MCVV,"Index-level attribution only. The page confirms the Stryker family is covered by this compilation and links the M1129 mortar-carrier and M1200 Armored Knight entries. No separate M1252 MCVV specification page exists under this source, so this package records family-level context and does not supply M1252 parameter values.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/afv_database/p5-us-ground-stryker-m1252mcvv-afvdatabase/manifest.md
p5-us-ground-stryker-m1252mcvv-warwheels,C,WarWheels.net,WarWheels.net editorial compilation; individual page author not supplied,M1129/M1252 Stryker Mortar Carrier Index,https://warwheels.net/M1129MortarStrykerINDEX.html,ground,Stryker / M1252 MCVV,Community index covering the M1129 MC-A/MC-B lineage and the DVH M1252 MCVV designation; the page explicitly separates the later M1252 MCVV-A1 ECP configuration.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/warwheels/p5-us-ground-stryker-m1252mcvv-warwheels/manifest.md
p5-us-ground-stryker-mdex-2026,A,U.S. Army Combat Capabilities Development / CPE Ground,,ACC DTA CPE Ground MDEX 2026 briefing,https://api.army.mil/e2/c/downloads/2026/05/18/296ad5fa/acc-dta-cpe-ground-mdex-2026-final.pdf,ground,Stryker DVH/DVHA1 and mission-system context,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-stryker-mdex-2026/manifest.md
p5-us-ground-stryker-pm-atlss,A,U.S. Army Program Executive Office Ground Combat Systems,,"Project Manager Advanced Targeting, Layered Survivability and Stryker",https://cpeground.army.mil/Combat-Platforms/Project-Manager-Advanced-Targeting-Layered-Survivability-and-Stryker/,ground,Stryker variants and mission systems,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-stryker-pm-atlss/manifest.md
p5-us-ground-stryker-tradoc-gta09-14-002,A,U.S. Army Training and Doctrine Command,,GTA 09-14-002 vehicle characteristics reference,https://rdl.train.army.mil/catalog-ws/view/100.ATSC/1B1B6532-FE39-4386-904C-4A2E9326D5A3-1274530630894/gta09_14_002.pdf,ground,"Stryker family, including M1252 MCVV configuration fields",,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-stryker-tradoc-gta09-14-002/manifest.md
p5-us-ground-stryker-usace-dims,A,U.S. Army Corps of Engineers,,Illustrated Equipment Data,https://www.sas.usace.army.mil/Portals/61/docs/RE/RPXGreensboro/Illustrated_Equipment_Data.pdf,ground,Stryker vehicle configurations,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-stryker-usace-dims/manifest.md
p5-us-module-caterpillar-c7-cat,C,Caterpillar Inc. / Cat Power Systems,Caterpillar product-data team; Cat.com web service,C7 Industrial Diesel Engines,https://www.cat.com/en_US/products/new/power-systems/industrial/industrial-diesel-engines/18396308.html,module,Caterpillar C7 industrial diesel engine family,"Current public industrial C7 listing, 225–300 bhp at 1,800–2,200 rpm; generic industrial configuration, not a Stryker military installation and not the 450 hp C9 used by Stryker A1/DVH-A1.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/caterpillar/p5-us-module-caterpillar-c7-cat/manifest.md
p5-us-module-caterpillar-c7-rv,C,Caterpillar Inc.,Caterpillar product engineering (LEHT4483-02); public mirror maintained by RVTechLibrary,C7 RV Diesel Engine — 300 to 350 hp,https://www.rvtechlibrary.com/engine/Cat_C7_Specs.pdf,module,Caterpillar C7 ACERT RV diesel engine,"Caterpillar LEHT4483-02 RV application sheet, 300/330/350 hp ratings at 2,400 rpm; engine-only data and optional accessories, not a Stryker-specific military installation.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/caterpillar/p5-us-module-caterpillar-c7-rv/manifest.md
p5-us-module-stryker-c7-dieselarmy,C,Power Automotive Media / Diesel Army,Bradley Iger; Diesel Army web editorial team,Monthly Military: The Stryker IAV,https://www.dieselarmy.com/features/car-features/monthly-military-the-stryker-iav/,module,Legacy/core Stryker family (M1126-centered description),"November 2017 professional feature describing the then-current general Stryker powerplant as a 7.2 L Caterpillar C7, paired with an Allison 3200SP six-speed automatic; variant, serial block and C7 governor calibration are not enumerated, and Stryker A1/C9 is outside scope.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/dieselarmy/p5-us-module-stryker-c7-dieselarmy/manifest.md
p5-us-module-stryker-c7-dote,A,"U.S. Department of Defense, Director, Operational Test and Evaluation",DOT&E annual-report editorial team,FY2017 Annual Report — Stryker DVH A1 ECP Family of Vehicles,https://www.dote.osd.mil/Portals/97/pub/reports/FY2017/other/2017DOTEAnnualReport.pdf?ver=2019-08-19-113553-787,module,Stryker DVH A1 ECP family and legacy C7 powerpack baseline,"Official program statement covering the DVH A1 ECP upgrade; the legacy Stryker configuration is the 350 hp Caterpillar C7 that the upgrade replaces with a 450 hp Caterpillar C9. It does not specify engine serial, torque, cooling, mass or interfaces.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_dote/p5-us-module-stryker-c7-dote/manifest.md
p5-us-naval-losangeles-factfile,A,U.S. Navy,U.S. Navy public affairs / Fact Files editorial team,Los Angeles-class Attack Submarines,https://www.navy.mil/Resources/Fact-Files/Display-FactFiles/Article/2166812/los-angeles-class-attack-submarine/,naval,Los Angeles-class SSN-688,"U.S. Navy class baseline across Flight I, Improved Los Angeles, and 688i boats. Public dimensions, surfaced/submerged displacement, S6G plant, speed, crew, sonar and torpedo-room fit are retained; 12-cell VLS is a Flight II/III branch only.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_navy/p5-us-naval-losangeles-factfile/manifest.md
p5-us-naval-losangeles-globalsecurity,C,GlobalSecurity.org,"GlobalSecurity.org editorial team; maintained specialist compilation, not an official Navy specification",SSN-688 Los Angeles-class attack submarine,https://www.globalsecurity.org/military/systems/ship/ssn-688.htm,naval,Los Angeles-class fast attack submarine,"Public compilation covering early and Improved/688i variants; VLS, sonar processing and crew differ by flight and modernization.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/globalsecurity/p5-us-naval-losangeles-globalsecurity/manifest.md
p5-us-naval-losangeles-wikipedia,C,Wikimedia Foundation / Wikipedia,Wikimedia volunteer contributors; revision history is public,Los Angeles-class submarine,https://en.wikipedia.org/wiki/Los_Angeles-class_submarine,naval,Los Angeles-class SSN-688,"Class dimensions, surfaced/submerged displacement, S6G reactor, speed, crew, sonar and weapons summary. VLS is retained only for Flight II/III boats; individual refit states are excluded.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-us-naval-losangeles-wikipedia/manifest.md
p5-us-naval-nimitz-factfile,A,U.S. Navy,U.S. Navy public affairs / Fact Files editorial team,Nimitz-Class Aircraft Carriers,https://www.navy.mil/Resources/Fact-Files/Display-FactFiles/Article/2166749/nimitz-class-aircraft-carriers/,naval,Nimitz-class CVN-68-CVN-77,"U.S. Navy class baseline for ten nuclear carriers; 333 m length, 76.8 m flight-deck beam, approximately 97,000 LT full load, A4W reactors, 260,000 shp, 30+ knots, crew/air-wing and defensive weapon summary. Individual refits are not merged.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_navy/p5-us-naval-nimitz-factfile/manifest.md
p5-us-naval-nimitz-globalsecurity,C,GlobalSecurity.org,"GlobalSecurity.org editorial team; maintained specialist compilation, not an official U.S. Navy specification",CVN-68 Nimitz-class aircraft carrier,https://www.globalsecurity.org/military/systems/ship/cvn-68.htm,naval,Nimitz-class nuclear-powered aircraft carrier,"Public compilation spanning early and refitted CVN-68-CVN-77 ships; defensive weapon counts, SSDS/CEC availability and air-wing composition vary by ship and deployment.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/globalsecurity/p5-us-naval-nimitz-globalsecurity/manifest.md
p5-us-naval-nimitz-navaltechnology,B,Verdict Media / Naval Technology,Naval Technology editorial team,Nimitz Class Aircraft Carrier,https://www.naval-technology.com/projects/nimitz/,naval,Nimitz-class CVN-68-CVN-77,"Open-source carrier engineering profile covering flight-deck geometry, displacement, A4W plant, speed, crew, air-wing capacity and defensive systems. Sensor and CIWS counts are treated as representative late-service fit.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/naval_technology/p5-us-naval-nimitz-navaltechnology/manifest.md
